pta_key,pta_api,overload_signature,params,returns,forward_aclnn,backward_exists,backward_aclnn,composite,preprocess_needed,custom_output_needed,refs
torch._foreach_sign::(Tensor[] self),torch._foreach_sign,(Tensor[] self),"[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachSign""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sign(Tensor[] self) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSignKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSign""}]"
torch._foreach_sin::(Tensor(a!)[] self),torch._foreach_sin,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachSin""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sin_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSinKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSin""}]"
torch._foreach_sin::(Tensor[] tensors),torch._foreach_sin,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachSin""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sin(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSinKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSin""}]"
torch._foreach_sinh::(Tensor(a!)[] self),torch._foreach_sinh,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachSinh""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sinh_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSinhKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSinh""}]"
torch._foreach_sinh::(Tensor[] tensors),torch._foreach_sinh,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachSinh""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sinh(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSinhKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSinh""}]"
torch._foreach_sqrt::(Tensor(a!)[] self),torch._foreach_sqrt,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachSqrt""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sqrt_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSqrtKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSqrt""}]"
torch._foreach_sqrt::(Tensor[] tensors),torch._foreach_sqrt,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachSqrt""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sqrt(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSqrtKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSqrt""}]"
"torch._foreach_sub::(Tensor(a!)[] self, Scalar scalar)",torch._foreach_sub,"(Tensor(a!)[] self, Scalar scalar)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachSubList"", ""aclnnForeachSubListV2"", ""aclnnForeachSubScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sub_.Scalar(Tensor(a!)[] self, Scalar scalar) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSubList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_sub::(Tensor(a!)[] self, Scalar[] scalars)",torch._foreach_sub,"(Tensor(a!)[] self, Scalar[] scalars)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachSubList"", ""aclnnForeachSubListV2"", ""aclnnForeachSubScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sub_.ScalarList(Tensor(a!)[] self, Scalar[] scalars) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSubList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_sub::(Tensor(a!)[] self, Tensor[] other, *, Scalar alpha=1)",torch._foreach_sub,"(Tensor(a!)[] self, Tensor[] other, *, Scalar alpha=1)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""other"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""alpha"", ""type"": ""Scalar"", ""required"": false, ""default"": 1}]",[],"[""aclnnForeachSubList"", ""aclnnForeachSubListV2"", ""aclnnForeachSubScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sub_.List(Tensor(a!)[] self, Tensor[] other, *, Scalar alpha=1) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSubList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_sub::(Tensor[] self, Scalar scalar)",torch._foreach_sub,"(Tensor[] self, Scalar scalar)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachSubList"", ""aclnnForeachSubListV2"", ""aclnnForeachSubScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sub.Scalar(Tensor[] self, Scalar scalar) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSubList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_sub::(Tensor[] tensors, Scalar[] scalars)",torch._foreach_sub,"(Tensor[] tensors, Scalar[] scalars)","[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachSubList"", ""aclnnForeachSubListV2"", ""aclnnForeachSubScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sub.ScalarList(Tensor[] tensors, Scalar[] scalars) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSubList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_sub::(Tensor[] tensors1, Tensor[] tensors2, *, Scalar alpha=1)",torch._foreach_sub,"(Tensor[] tensors1, Tensor[] tensors2, *, Scalar alpha=1)","[{""name"": ""tensors1"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""tensors2"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""alpha"", ""type"": ""Scalar"", ""required"": false, ""default"": 1}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachSubList"", ""aclnnForeachSubListV2"", ""aclnnForeachSubScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sub.List(Tensor[] tensors1, Tensor[] tensors2, *, Scalar alpha=1) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSubList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSubKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
torch._foreach_tan::(Tensor(a!)[] self),torch._foreach_tan,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachTan""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_tan_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachTanKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachTan""}]"
torch._foreach_tan::(Tensor[] tensors),torch._foreach_tan,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachTan""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_tan(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachTanKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachTan""}]"
torch._foreach_tanh::(Tensor(a!)[] self),torch._foreach_tanh,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachTanh""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_tanh_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachTanhKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachTanh""}]"
torch._foreach_tanh::(Tensor[] tensors),torch._foreach_tanh,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachTanh""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_tanh(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachTanhKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachTanh""}]"
torch._foreach_trunc::(Tensor(a!)[] self),torch._foreach_trunc,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachRoundOffNumber"", ""aclnnForeachRoundOffNumberV2""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_trunc(Tensor(a!)[] self) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachRoundOffNumberKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachRoundOffNumber""}]"
torch._foreach_trunc::(Tensor(a!)[] self),torch._foreach_trunc,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachRoundOffNumber"", ""aclnnForeachRoundOffNumberV2""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_trunc_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachRoundOffNumberKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachRoundOffNumber""}]"
torch._foreach_zero::(Tensor(a!)[] self),torch._foreach_zero,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachZeroInplace""]",false,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_zero_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachZeroInplaceKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachZeroInplace""}]"
"torch._fused_adamw::(Tensor(a!)[] self, Tensor(b!)[] grads, Tensor(c!)[] exp_avgs, Tensor(d!)[] exp_avg_sqs, Tensor(e!)[] max_exp_avg_sqs, Tensor[] state_steps, *, float lr, float beta1, float beta2, float weight_decay, float eps, bool amsgrad, bool maximize, Tensor? grad_scale=None, Tensor? found_inf=None)",torch._fused_adamw,"(Tensor(a!)[] self, Tensor(b!)[] grads, Tensor(c!)[] exp_avgs, Tensor(d!)[] exp_avg_sqs, Tensor(e!)[] max_exp_avg_sqs, Tensor[] state_steps, *, float lr, float beta1, float beta2, float weight_decay, float eps, bool amsgrad, bool maximize, Tensor? grad_scale=None, Tensor? found_inf=None)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""grads"", ""type"": ""Tensor(b!)[]"", ""required"": true, ""default"": null}, {""name"": ""exp_avgs"", ""type"": ""Tensor(c!)[]"", ""required"": true, ""default"": null}, {""name"": ""exp_avg_sqs"", ""type"": ""Tensor(d!)[]"", ""required"": true, ""default"": null}, {""name"": ""max_exp_avg_sqs"", ""type"": ""Tensor(e!)[]"", ""required"": true, ""default"": null}, {""name"": ""state_steps"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""lr"", ""type"": ""float"", ""required"": true, ""default"": null}, {""name"": ""beta1"", ""type"": ""float"", ""required"": true, ""default"": null}, {""name"": ""beta2"", ""type"": ""float"", ""required"": true, ""default"": null}, {""name"": ""weight_decay"", ""type"": ""float"", ""required"": true, ""default"": null}, {""name"": ""eps"", ""type"": ""float"", ""required"": true, ""default"": null}, {""name"": ""amsgrad"", ""type"": ""bool"", ""required"": true, ""default"": null}, {""name"": ""maximize"", ""type"": ""bool"", ""required"": true, ""default"": null}, {""name"": ""grad_scale"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""found_inf"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}]",[],"[""aclnnApplyAdamWV2""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _fused_adamw_(Tensor(a!)[] self, Tensor(b!)[] grads, Tensor(c!)[] exp_avgs, Tensor(d!)[] exp_avg_sqs, Tensor(e!)[] max_exp_avg_sqs, Tensor[] state_steps, *, float lr, float beta1, float beta2, float weight_decay, float eps, bool amsgrad, bool maximize, Tensor? grad_scale=None, Tensor? found_inf=None) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FusedAdamWKernelNpuOpApi.cpp"", ""pattern"": ""aclnnApplyAdamWV2""}]"
"torch._fused_moving_avg_obs_fq_helper::(Tensor self, Tensor observer_on, Tensor fake_quant_on, Tensor(a!) running_min, Tensor(b!) running_max, Tensor(c!) scale, Tensor(d!) zero_point, float averaging_const, int quant_min, int quant_max, int ch_axis, bool per_row_fake_quant=False, bool symmetric_quant=False)",torch._fused_moving_avg_obs_fq_helper,"(Tensor self, Tensor observer_on, Tensor fake_quant_on, Tensor(a!) running_min, Tensor(b!) running_max, Tensor(c!) scale, Tensor(d!) zero_point, float averaging_const, int quant_min, int quant_max, int ch_axis, bool per_row_fake_quant=False, bool symmetric_quant=False)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""observer_on"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""fake_quant_on"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""running_min"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}, {""name"": ""running_max"", ""type"": ""Tensor(b!)"", ""required"": true, ""default"": null}, {""name"": ""scale"", ""type"": ""Tensor(c!)"", ""required"": true, ""default"": null}, {""name"": ""zero_point"", ""type"": ""Tensor(d!)"", ""required"": true, ""default"": null}, {""name"": ""averaging_const"", ""type"": ""float"", ""required"": true, ""default"": null}, {""name"": ""quant_min"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""quant_max"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""ch_axis"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""per_row_fake_quant"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""symmetric_quant"", ""type"": ""bool"", ""required"": false, ""default"": false}]","[{""name"": ""output0"", ""type"": ""Tensor output""}, {""name"": ""output1"", ""type"": ""Tensor mask""}]",[],false,[],false,false,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _fused_moving_avg_obs_fq_helper(Tensor self, Tensor observer_on, Tensor fake_quant_on, Tensor(a!) running_min, Tensor(b!) running_max, Tensor(c!) scale, Tensor(d!) zero_point, float averaging_const, int quant_min, int quant_max, int ch_axis, bool per_row_fake_quant=False, bool symmetric_quant=False) -> (Tensor output, Tensor mask)""}]"
"torch._index_put_impl::(Tensor(a!) self, Tensor?[] indices, Tensor values, bool accumulate=False, bool unsafe=False)",torch._index_put_impl,"(Tensor(a!) self, Tensor?[] indices, Tensor values, bool accumulate=False, bool unsafe=False)","[{""name"": ""self"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}, {""name"": ""indices"", ""type"": ""Tensor?[]"", ""required"": true, ""default"": null}, {""name"": ""values"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""accumulate"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""unsafe"", ""type"": ""bool"", ""required"": false, ""default"": false}]","[{""name"": ""output"", ""type"": ""Tensor(a!)""}]","[""aclnnIndexPutImpl""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _index_put_impl_(Tensor(a!) self, Tensor?[] indices, Tensor values, bool accumulate=False, bool unsafe=False) -> Tensor(a!)""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/IndexPutKernelNpuOpApi.cpp"", ""pattern"": ""aclnnIndexPutImpl""}]"
